<<<<<<< HEAD
Country Name_x,Country Code,Country Name_y,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Austria,AUT,Austria,315974000000.0,335999000000.0,388691000000.0,430294000000.0,400172000000.0,391893000000.0,431120000000.0,409425000000.0,430069000000.0,441996000000.0,381818000000.0,395569000000.0,417238000000.0,455095000000.0,445075000000.0
Belgium,BEL,Belgium,385571000000.0,407918000000.0,470324000000.0,515224000000.0,481346000000.0,480952000000.0,522646000000.0,496181000000.0,521643000000.0,534678000000.0,462150000000.0,475740000000.0,502698000000.0,543734000000.0,533097000000.0
Bulgaria,BGR,Bulgaria,29869283400.0,34379808889.0,44405101470.0,54438966420.0,52023504656.0,50381825504.0,57386216850.0,54033250329.0,55615397666.0,56901994980.0,50647442757.0,53806894796.0,58971520599.0,66230155100.0,68558815112.0
Croatia,HRV,Croatia,45376744002.0,50423077102.0,60073426977.0,70234425974.0,62600093959.0,59918313669.0,62537851352.0,56580819624.0,58194069434.0,57639588806.0,49525747504.0,51601147666.0,55481644098.0,61375222347.0,60752588976.0
Cyprus,CYP,Cyprus,18433411267.0,20072786351.0,23968764030.0,27844698989.0,25945391775.0,25732432719.0,27565469098.0,24978513427.0,23900872626.0,23156850007.0,19842404305.0,20953442550.0,22729184365.0,25309818139.0,24948935408.0
Czech Republic,CZE,Czech Republic,137143000000.0,156264000000.0,190184000000.0,236816000000.0,207434000000.0,209070000000.0,229563000000.0,208858000000.0,211686000000.0,209359000000.0,188033000000.0,196272000000.0,218629000000.0,248909000000.0,250681000000.0
Denmark,DNK,Denmark,264467000000.0,282885000000.0,319423000000.0,353361000000.0,321241000000.0,321995000000.0,344003000000.0,327149000000.0,343584000000.0,352994000000.0,302673000000.0,313116000000.0,332121000000.0,356879000000.0,350104000000.0
Estonia,EST,Estonia,14098326079.0,17012322168.0,22445583082.0,24371299253.0,19744110864.0,19693608289.0,23391530006.0,23192708982.0,25271406708.0,26773473625.0,23048864243.0,24259552889.0,26951648829.0,30631142227.0,31471100656.0
Finland,FIN,Finland,204809000000.0,216908000000.0,256053000000.0,284554000000.0,252497000000.0,249181000000.0,275244000000.0,258305000000.0,271285000000.0,274497000000.0,234440000000.0,240608000000.0,255232000000.0,275947000000.0,269296000000.0
France,FRA,France,2196130000000.0,2318590000000.0,2657210000000.0,2918380000000.0,2690220000000.0,2642610000000.0,2861410000000.0,2683830000000.0,2811080000000.0,2852170000000.0,2438210000000.0,2471290000000.0,2595150000000.0,2787860000000.0,2715520000000.0
Germany,DEU,Germany,2845800000000.0,2992200000000.0,3421230000000.0,3730030000000.0,3397790000000.0,3396350000000.0,3744410000000.0,3527340000000.0,3732740000000.0,3883920000000.0,3356240000000.0,3467500000000.0,3682600000000.0,3963770000000.0,3861120000000.0
Greece,GRC,Greece,247783000000.0,273318000000.0,318498000000.0,354461000000.0,330000000000.0,299362000000.0,287798000000.0,245671000000.0,239862000000.0,237030000000.0,196591000000.0,195222000000.0,203588000000.0,218138000000.0,209853000000.0
Hungary,HUN,Hungary,112981000000.0,115577000000.0,139966000000.0,158136000000.0,130760000000.0,131917000000.0,141760000000.0,128475000000.0,135412000000.0,140765000000.0,125074000000.0,128471000000.0,142962000000.0,160419000000.0,163469000000.0
Ireland,IRL,Ireland,211649000000.0,232083000000.0,269918000000.0,275039000000.0,236316000000.0,222149000000.0,237472000000.0,224999000000.0,238544000000.0,258472000000.0,291500000000.0,300523000000.0,335663000000.0,382674000000.0,388699000000.0
Italy,ITA,Italy,1857520000000.0,1947920000000.0,2210290000000.0,2398860000000.0,2191240000000.0,2134020000000.0,2291990000000.0,2087080000000.0,2141320000000.0,2159130000000.0,1835900000000.0,1875800000000.0,1961800000000.0,2091540000000.0,2003580000000.0
Latvia,LVA,Latvia,16959313006.0,21517445448.0,31004884421.0,35756225698.0,26317286628.0,23877564356.0,28619991392.0,28330632929.0,30432796306.0,31329367173.0,27239653844.0,28052325862.0,30458763246.0,34416012859.0,34102913582.0
Lithuania,LTU,Lithuania,26097677572.0,30183575104.0,39697891352.0,47797551588.0,37388122046.0,37138464733.0,43582248870.0,42943442158.0,46514471182.0,48574531942.0,41418872976.0,43018087238.0,47758736932.0,53722883091.0,54627411860.0
Luxembourg,LUX,Luxembourg,37347394603.0,42414308117.0,50888134410.0,55849686539.0,51370543206.0,53212476812.0,60004630234.0,56677961787.0,61739352212.0,66103853237.0,57744457955.0,60691483443.0,64181944723.0,70919958016.0,71104919108.0
Malta,MLT,Malta,6416184236.0,6778324087.0,7925371459.0,9090406750.0,8696366869.0,9035932178.0,9638916472.0,9462238257.0,10551661220.0,11626281450.0,11091434435.0,11665231192.0,13146963159.0,14750790658.0,14989415684.0
Netherlands,NLD,Netherlands,685093000000.0,733341000000.0,847482000000.0,947998000000.0,868077000000.0,846555000000.0,904086000000.0,838971000000.0,876924000000.0,890981000000.0,765265000000.0,783528000000.0,833870000000.0,914043000000.0,907051000000.0
Poland,POL,Poland,306144000000.0,344622000000.0,429029000000.0,533609000000.0,439738000000.0,479834000000.0,528301000000.0,498524000000.0,521016000000.0,542477000000.0,477812000000.0,472630000000.0,526509000000.0,587412000000.0,595858000000.0
Portugal,PRT,Portugal,197180000000.0,208582000000.0,240191000000.0,262345000000.0,243702000000.0,237881000000.0,244797000000.0,216237000000.0,226370000000.0,229596000000.0,199314000000.0,206286000000.0,221358000000.0,242313000000.0,238785000000.0
Romania,ROU,Romania,98452791983.0,122023000000.0,174585000000.0,214314000000.0,174104000000.0,166309000000.0,183327000000.0,170636000000.0,190801000000.0,199959000000.0,177729000000.0,188129000000.0,211695000000.0,241457000000.0,250077000000.0
Slovak Republic,SVK,Slovak Republic,62785305310.0,70708098106.0,86454081577.0,100470000000.0,89046289247.0,90310718349.0,99122802874.0,94534730681.0,98848641555.0,101190000000.0,88467555244.0,89655253976.0,95494424979.0,105702000000.0,105080000000.0
Slovenia,SVN,Slovenia,36206395971.0,39481045038.0,48006372844.0,55552509155.0,50368056405.0,48161250405.0,51516366655.0,46580457470.0,48401896808.0,49930685013.0,43090173395.0,44736333522.0,48586603448.0,54161636035.0,54174227309.0
Spain,ESP,Spain,1153290000000.0,1259340000000.0,1472130000000.0,1625220000000.0,1485580000000.0,1420720000000.0,1478770000000.0,1324820000000.0,1354760000000.0,1369400000000.0,1195120000000.0,1232080000000.0,1312540000000.0,1422150000000.0,1393490000000.0
Sweden,SWE,Sweden,392218000000.0,423093000000.0,491253000000.0,517706000000.0,436537000000.0,495813000000.0,574094000000.0,552484000000.0,586842000000.0,581964000000.0,505104000000.0,515655000000.0,541019000000.0,555455000000.0,530884000000.0
=======
country_name,country_code,ump_year,unemployment_pct
Romania,ROU,2012,6.79
Slovak Republic,SVK,2012,13.96
Slovenia,SVN,2012,8.84
Spain,ESP,2012,24.79
Sweden,SWE,2012,7.98
Austria,AUT,2013,5.34
Belgium,BEL,2013,8.43
Bulgaria,BGR,2013,12.94
Croatia,HRV,2013,17.25
Cyprus,CYP,2013,15.87
Czech Republic,CZE,2013,6.95
Denmark,DNK,2013,7.38
Estonia,EST,2013,8.63
Finland,FIN,2013,8.19
France,FRA,2013,9.92
Germany,DEU,2013,5.23
Greece,GRC,2013,27.47
Hungary,HUN,2013,10.18
Ireland,IRL,2013,13.74
Italy,ITA,2013,12.15
Latvia,LVA,2013,11.87
Lithuania,LTU,2013,11.77
Luxembourg,LUX,2013,5.85
Malta,MLT,2013,6.11
Netherlands,NLD,2013,7.24
Poland,POL,2013,10.33
Portugal,PRT,2013,16.18
Romania,ROU,2013,7.1
Slovak Republic,SVK,2013,14.22
Slovenia,SVN,2013,10.1
Spain,ESP,2013,26.09
Sweden,SWE,2013,8.05
Austria,AUT,2014,5.62
Belgium,BEL,2014,8.52
Bulgaria,BGR,2014,11.42
Croatia,HRV,2014,17.29
Cyprus,CYP,2014,16.09
Czech Republic,CZE,2014,6.11
Denmark,DNK,2014,6.93
Estonia,EST,2014,7.35
Finland,FIN,2014,8.66
France,FRA,2014,10.29
Germany,DEU,2014,4.98
Greece,GRC,2014,26.49
Hungary,HUN,2014,7.73
Ireland,IRL,2014,11.86
Italy,ITA,2014,12.68
Latvia,LVA,2014,10.85
Lithuania,LTU,2014,10.7
Luxembourg,LUX,2014,5.85
Malta,MLT,2014,5.73
Netherlands,NLD,2014,7.42
Poland,POL,2014,8.99
Portugal,PRT,2014,13.89
Romania,ROU,2014,6.8
Slovak Republic,SVK,2014,13.18
Slovenia,SVN,2014,9.67
Spain,ESP,2014,24.44
Sweden,SWE,2014,7.95
Austria,AUT,2015,5.72
Belgium,BEL,2015,8.48
Bulgaria,BGR,2015,9.14
Croatia,HRV,2015,16.18
Cyprus,CYP,2015,14.91
Czech Republic,CZE,2015,5.05
Denmark,DNK,2015,6.28
Estonia,EST,2015,6.19
Finland,FIN,2015,9.38
France,FRA,2015,10.35
Germany,DEU,2015,4.62
Greece,GRC,2015,24.9
Hungary,HUN,2015,6.81
Ireland,IRL,2015,9.91
Italy,ITA,2015,11.9
Latvia,LVA,2015,9.87
Lithuania,LTU,2015,9.12
Luxembourg,LUX,2015,6.67
Malta,MLT,2015,5.38
Netherlands,NLD,2015,6.87
Poland,POL,2015,7.5
Portugal,PRT,2015,12.44
Romania,ROU,2015,6.81
Slovak Republic,SVK,2015,11.48
Slovenia,SVN,2015,8.96
Spain,ESP,2015,22.06
Sweden,SWE,2015,7.43
Austria,AUT,2016,6.01
Belgium,BEL,2016,7.83
Bulgaria,BGR,2016,7.58
Croatia,HRV,2016,13.1
Cyprus,CYP,2016,12.95
Czech Republic,CZE,2016,3.95
Denmark,DNK,2016,5.99
Estonia,EST,2016,6.76
Finland,FIN,2016,8.82
France,FRA,2016,10.04
Germany,DEU,2016,4.12
Greece,GRC,2016,23.54
Hungary,HUN,2016,5.12
Ireland,IRL,2016,8.37
Italy,ITA,2016,11.69
Latvia,LVA,2016,9.64
Lithuania,LTU,2016,7.86
Luxembourg,LUX,2016,6.29
Malta,MLT,2016,4.69
Netherlands,NLD,2016,6.01
Poland,POL,2016,6.16
Portugal,PRT,2016,11.07
Romania,ROU,2016,5.9
Slovak Republic,SVK,2016,9.67
Slovenia,SVN,2016,8
Spain,ESP,2016,19.64
Sweden,SWE,2016,6.99
Austria,AUT,2017,5.5
Belgium,BEL,2017,7.09
Bulgaria,BGR,2017,6.16
Croatia,HRV,2017,11.21
Cyprus,CYP,2017,11.05
Czech Republic,CZE,2017,2.89
Denmark,DNK,2017,5.83
Estonia,EST,2017,5.76
Finland,FIN,2017,8.64
France,FRA,2017,9.41
Germany,DEU,2017,3.75
Greece,GRC,2017,21.49
Hungary,HUN,2017,4.16
Ireland,IRL,2017,6.71
Italy,ITA,2017,11.21
Latvia,LVA,2017,8.72
Lithuania,LTU,2017,7.07
Luxembourg,LUX,2017,5.52
Malta,MLT,2017,4
Netherlands,NLD,2017,4.84
Poland,POL,2017,4.89
Portugal,PRT,2017,8.87
Romania,ROU,2017,4.93
Slovak Republic,SVK,2017,8.13
Slovenia,SVN,2017,6.56
Spain,ESP,2017,17.22
Sweden,SWE,2017,6.72
Austria,AUT,2018,4.85
Belgium,BEL,2018,5.95
Bulgaria,BGR,2018,5.21
Croatia,HRV,2018,8.43
Cyprus,CYP,2018,8.37
Czech Republic,CZE,2018,2.24
Denmark,DNK,2018,5.13
Estonia,EST,2018,5.37
Finland,FIN,2018,7.36
France,FRA,2018,9.02
Germany,DEU,2018,3.38
Greece,GRC,2018,19.29
Hungary,HUN,2018,3.71
Ireland,IRL,2018,5.74
Italy,ITA,2018,10.61
Latvia,LVA,2018,7.41
Lithuania,LTU,2018,6.15
Luxembourg,LUX,2018,5.59
Malta,MLT,2018,3.66
Netherlands,NLD,2018,3.83
Poland,POL,2018,3.85
Portugal,PRT,2018,6.99
Romania,ROU,2018,4.19
Slovak Republic,SVK,2018,6.54
Slovenia,SVN,2018,5.11
Spain,ESP,2018,15.26
Sweden,SWE,2018,6.37
Austria,AUT,2019,4.49
Belgium,BEL,2019,5.36
Bulgaria,BGR,2019,4.23
Croatia,HRV,2019,6.62
Cyprus,CYP,2019,7.07
Czech Republic,CZE,2019,2.01
Denmark,DNK,2019,5.02
Estonia,EST,2019,4.45
Finland,FIN,2019,6.7
France,FRA,2019,8.44
Germany,DEU,2019,3.14
Greece,GRC,2019,17.31
Hungary,HUN,2019,3.42
Ireland,IRL,2019,4.95
Italy,ITA,2019,9.95
Latvia,LVA,2019,6.31
Lithuania,LTU,2019,6.26
Luxembourg,LUX,2019,5.6
Malta,MLT,2019,3.4
Netherlands,NLD,2019,3.38
Poland,POL,2019,3.28
Portugal,PRT,2019,6.46
Romania,ROU,2019,3.91
Slovak Republic,SVK,2019,5.75
Slovenia,SVN,2019,4.45
Spain,ESP,2019,14.1
Sweden,SWE,2019,6.83
>>>>>>> 9c673a03e9bc03c0dbc50581ab6e2888a1bd8159
