Country Name,Country Code,Year,Population
Italy,ITA,2009,59095365.0
Italy,ITA,2010,59277417.0
Italy,ITA,2011,59379449.0
Italy,ITA,2012,59539717.0
Italy,ITA,2013,60233948.0
Italy,ITA,2014,60789140.0
Italy,ITA,2015,60730582.0
Italy,ITA,2016,60627498.0
Italy,ITA,2017,60536709.0
Italy,ITA,2018,60421760.0
Italy,ITA,2019,60297396.0
Latvia,LVA,2005,2238799.0
Latvia,LVA,2006,2218357.0
Latvia,LVA,2007,2200325.0
Latvia,LVA,2008,2177322.0
Latvia,LVA,2009,2141669.0
Latvia,LVA,2010,2097555.0
Latvia,LVA,2011,2059709.0
Latvia,LVA,2012,2034319.0
Latvia,LVA,2013,2012647.0
Latvia,LVA,2014,1993782.0
Latvia,LVA,2015,1977527.0
Latvia,LVA,2016,1959537.0
Latvia,LVA,2017,1942248.0
Latvia,LVA,2018,1927174.0
Latvia,LVA,2019,1912789.0
Lithuania,LTU,2005,3322528.0
Lithuania,LTU,2006,3269909.0
Lithuania,LTU,2007,3231294.0
Lithuania,LTU,2008,3198231.0
Lithuania,LTU,2009,3162916.0
Lithuania,LTU,2010,3097282.0
Lithuania,LTU,2011,3028115.0
Lithuania,LTU,2012,2987773.0
Lithuania,LTU,2013,2957689.0
Lithuania,LTU,2014,2932367.0
Lithuania,LTU,2015,2904910.0
Lithuania,LTU,2016,2868231.0
Lithuania,LTU,2017,2828403.0
Lithuania,LTU,2018,2801543.0
Lithuania,LTU,2019,2786844.0
Luxembourg,LUX,2005,465158.0
Luxembourg,LUX,2006,472637.0
Luxembourg,LUX,2007,479993.0
Luxembourg,LUX,2008,488650.0
Luxembourg,LUX,2009,497783.0
Luxembourg,LUX,2010,506953.0
Luxembourg,LUX,2011,518347.0
Luxembourg,LUX,2012,530946.0
Luxembourg,LUX,2013,543360.0
Luxembourg,LUX,2014,556319.0
Luxembourg,LUX,2015,569604.0
Luxembourg,LUX,2016,582014.0
Luxembourg,LUX,2017,596336.0
Luxembourg,LUX,2018,607950.0
Luxembourg,LUX,2019,619896.0
Malta,MLT,2005,403834.0
Malta,MLT,2006,405308.0
Malta,MLT,2007,406724.0
Malta,MLT,2008,409379.0
Malta,MLT,2009,412477.0
Malta,MLT,2010,414508.0
Malta,MLT,2011,416268.0
Malta,MLT,2012,420028.0
Malta,MLT,2013,425967.0
Malta,MLT,2014,434558.0
Malta,MLT,2015,445053.0
Malta,MLT,2016,455356.0
Malta,MLT,2017,467999.0
Malta,MLT,2018,484630.0
Malta,MLT,2019,502653.0
Netherlands,NLD,2005,16319868.0
Netherlands,NLD,2006,16346101.0
Netherlands,NLD,2007,16381696.0
Netherlands,NLD,2008,16445593.0
Netherlands,NLD,2009,16530388.0
Netherlands,NLD,2010,16615394.0
Netherlands,NLD,2011,16693074.0
Netherlands,NLD,2012,16754962.0
Netherlands,NLD,2013,16804432.0
Netherlands,NLD,2014,16865008.0
Netherlands,NLD,2015,16939923.0
Netherlands,NLD,2016,17030314.0
Netherlands,NLD,2017,17131296.0
Netherlands,NLD,2018,17231624.0
Netherlands,NLD,2019,17332850.0
Poland,POL,2005,38165445.0
Poland,POL,2006,38141267.0
Poland,POL,2007,38120560.0
Poland,POL,2008,38125759.0
Poland,POL,2009,38151603.0
Poland,POL,2010,38042794.0
Poland,POL,2011,38063255.0
Poland,POL,2012,38063164.0
Poland,POL,2013,38040196.0
Poland,POL,2014,38011735.0
Poland,POL,2015,37986412.0
Poland,POL,2016,37970087.0
Poland,POL,2017,37974826.0
Poland,POL,2018,37974750.0
Poland,POL,2019,37970874.0
Portugal,PRT,2005,10503330.0
Portugal,PRT,2006,10522288.0
Portugal,PRT,2007,10542964.0
Portugal,PRT,2008,10558177.0
Portugal,PRT,2009,10568247.0
Portugal,PRT,2010,10573100.0
Portugal,PRT,2011,10557560.0
Portugal,PRT,2012,10514844.0
Portugal,PRT,2013,10457295.0
Portugal,PRT,2014,10401062.0
Portugal,PRT,2015,10358076.0
Portugal,PRT,2016,10325452.0
Portugal,PRT,2017,10300300.0
Portugal,PRT,2018,10283822.0
Portugal,PRT,2019,10269417.0
Romania,ROU,2005,21319685.0
Romania,ROU,2006,21193760.0
Romania,ROU,2007,20882982.0
Romania,ROU,2008,20537875.0
Romania,ROU,2009,20367487.0
Romania,ROU,2010,20246871.0
Romania,ROU,2011,20147528.0
Romania,ROU,2012,20058035.0
Romania,ROU,2013,19983693.0
Romania,ROU,2014,19908979.0
Romania,ROU,2015,19815616.0
Romania,ROU,2016,19702267.0
Romania,ROU,2017,19587290.0
Romania,ROU,2018,19472545.0
Romania,ROU,2019,19356544.0
Slovak Republic,SVK,2005,5372807.0
Slovak Republic,SVK,2006,5373054.0
Slovak Republic,SVK,2007,5374622.0
Slovak Republic,SVK,2008,5379233.0
Slovak Republic,SVK,2009,5386406.0
Slovak Republic,SVK,2010,5391428.0
Slovak Republic,SVK,2011,5398384.0
Slovak Republic,SVK,2012,5407579.0
Slovak Republic,SVK,2013,5413393.0
Slovak Republic,SVK,2014,5418649.0
Slovak Republic,SVK,2015,5423801.0
Slovak Republic,SVK,2016,5430798.0
Slovak Republic,SVK,2017,5439232.0
Slovak Republic,SVK,2018,5446771.0
Slovak Republic,SVK,2019,5454073.0
Slovenia,SVN,2005,2000474.0
Slovenia,SVN,2006,2006868.0
Slovenia,SVN,2007,2018122.0
Slovenia,SVN,2008,2021316.0
Slovenia,SVN,2009,2039669.0
Slovenia,SVN,2010,2048583.0
Slovenia,SVN,2011,2052843.0
Slovenia,SVN,2012,2057159.0
Slovenia,SVN,2013,2059953.0
Slovenia,SVN,2014,2061980.0
Slovenia,SVN,2015,2063531.0
Slovenia,SVN,2016,2065042.0
Slovenia,SVN,2017,2066388.0
Slovenia,SVN,2018,2073894.0
Slovenia,SVN,2019,2087946.0
Spain,ESP,2005,43653155.0
Spain,ESP,2006,44397319.0
Spain,ESP,2007,45226803.0
Spain,ESP,2008,45954106.0
Spain,ESP,2009,46362946.0
Spain,ESP,2010,46576897.0
Spain,ESP,2011,46742697.0
Spain,ESP,2012,46773055.0
Spain,ESP,2013,46620045.0
Spain,ESP,2014,46480882.0
Spain,ESP,2015,46444832.0
Spain,ESP,2016,46484062.0
Spain,ESP,2017,46593236.0
Spain,ESP,2018,46797754.0
Spain,ESP,2019,47076781.0
Sweden,SWE,2005,9029572.0
Sweden,SWE,2006,9080505.0
Sweden,SWE,2007,9148092.0
Sweden,SWE,2008,9219637.0
Sweden,SWE,2009,9298515.0
Sweden,SWE,2010,9378126.0
Sweden,SWE,2011,9449213.0
Sweden,SWE,2012,9519374.0
Sweden,SWE,2013,9600379.0
Sweden,SWE,2014,9696110.0
Sweden,SWE,2015,9799186.0
Sweden,SWE,2016,9923085.0
Sweden,SWE,2017,10057698.0
Sweden,SWE,2018,10175214.0
Sweden,SWE,2019,10285453.0
